time_difference,公告日期,证券代码,证券简称,违规年度
2.0,2021,600359,新农开发,2019.0
2.0,2021,603009,北特科技,2019.0
3.0,2018,793,华闻传媒,2015.0
1.0,2021,600360,华微电子,2020.0
1.0,2021,603009,北特科技,2020.0
2.0,2018,793,华闻传媒,2016.0
2.0,2022,600360,华微电子,2020.0
2.0,2020,2356,*ST 赫美,2018.0
1.0,2018,793,华闻传媒,2017.0
4.0,2018,600370,三房巷,2014.0
1.0,2020,2356,*ST 赫美,2019.0
0.0,2018,793,华闻传媒,2018.0
3.0,2018,600370,三房巷,2015.0
5.0,2019,2288,超华科技,2014.0
3.0,2021,795,英洛华,2018.0
1.0,2022,600381,青海春天,2021.0
4.0,2019,2288,超华科技,2015.0
0.0,2021,795,英洛华,2021.0
5.0,2021,600382,*ST 广珠,2016.0
3.0,2019,2288,超华科技,2016.0
1.0,2022,796,凯撒旅业,2021.0
4.0,2021,600382,*ST 广珠,2017.0
2.0,2019,2288,超华科技,2017.0
2.0,2018,797,中国武夷,2016.0
3.0,2021,600382,*ST 广珠,2018.0
1.0,2019,2288,超华科技,2018.0
5.0,2020,798,中水渔业,2015.0
2.0,2021,600382,*ST 广珠,2019.0
1.0,2021,300022,吉峰科技,2020.0
5.0,2020,800,一汽轿车,2015.0
1.0,2021,600382,*ST 广珠,2020.0
4.0,2020,800,一汽轿车,2016.0
6.0,2022,600382,ST 广珠,2016.0
2.0,2021,300201,海伦哲,2019.0
3.0,2020,800,一汽轿车,2017.0
5.0,2022,600382,ST 广珠,2017.0
1.0,2021,300201,海伦哲,2020.0
2.0,2020,800,一汽轿车,2018.0
4.0,2022,600382,ST 广珠,2018.0
1.0,2019,600255,梦舟股份,2018.0
3.0,2022,802,ST 北文,2019.0
3.0,2022,600382,ST 广珠,2019.0
1.0,2018,803,金宇车城,2017.0
2.0,2022,600382,ST 广珠,2020.0
0.0,2018,803,金宇车城,2018.0
1.0,2022,600385,退市金泰,2021.0
1.0,2018,2456,欧菲科技,2017.0
2.0,2021,806,ST 银河,2019.0
2.0,2019,600387,海越能源,2017.0
1.0,2021,806,ST 银河,2020.0
10.0,2020,600399,ST 抚钢,2010.0
2.0,2022,809,铁岭新城,2020.0
9.0,2020,600399,ST 抚钢,2011.0
5.0,2023,812,陕西金叶,2018.0
8.0,2020,600399,ST 抚钢,2012.0
4.0,2023,812,陕西金叶,2019.0
7.0,2020,600399,ST 抚钢,2013.0
2.0,2019,982,*ST 中绒,2017.0
4.0,2021,813,德展健康,2017.0
6.0,2020,600399,ST 抚钢,2014.0
1.0,2018,600828,茂业商业,2017.0
3.0,2021,813,德展健康,2018.0
5.0,2020,600399,ST 抚钢,2015.0
4.0,2020,300224,正海磁材,2016.0
2.0,2021,813,德展健康,2019.0
4.0,2020,600399,ST 抚钢,2016.0
4.0,2019,300337,银邦股份,2015.0
2.0,2017,815,美利云,2015.0
5.0,2018,600421,ST 仰帆,2013.0
3.0,2019,300337,银邦股份,2016.0
6.0,2022,820,*ST 节能,2016.0
2.0,2021,600463,空港股份,2019.0
2.0,2019,300337,银邦股份,2017.0
5.0,2022,820,*ST 节能,2017.0
3.0,2023,600510,黑牡丹,2020.0
6.0,2022,821,京山轻机,2016.0
2.0,2023,600510,黑牡丹,2021.0
5.0,2022,821,京山轻机,2017.0
4.0,2022,600515,ST 基础,2018.0
3.0,2019,893,*ST 东凌,2016.0
4.0,2022,821,京山轻机,2018.0
3.0,2022,600515,ST 基础,2019.0
3.0,2019,2509,天广中茂,2016.0
3.0,2022,821,京山轻机,2019.0
4.0,2020,600518,ST 康美,2016.0
2.0,2019,2509,天广中茂,2017.0
2.0,2022,821,京山轻机,2020.0
3.0,2020,600518,ST 康美,2017.0
1.0,2022,826,启迪环境,2021.0
2.0,2020,600518,ST 康美,2018.0
1.0,2022,829,天音控股,2021.0
2.0,2021,600520,文一科技,2019.0
5.0,2022,835,*ST 长动,2017.0
3.0,2022,600522,中天科技,2019.0
3.0,2018,600321,*ST 正源,2015.0
4.0,2022,835,*ST 长动,2018.0
2.0,2022,600522,中天科技,2020.0
2.0,2018,600321,*ST 正源,2016.0
3.0,2022,835,*ST 长动,2019.0
3.0,2017,600530,交大昂立,2014.0
1.0,2018,600321,*ST 正源,2017.0
2.0,2022,835,*ST 长动,2020.0
5.0,2021,600532,未来股份,2016.0
4.0,2021,300245,天玑科技,2017.0
1.0,2022,835,*ST 长动,2021.0
4.0,2021,600532,未来股份,2017.0
3.0,2021,300245,天玑科技,2018.0
1.0,2020,836,富通鑫茂,2019.0
1.0,2021,600546,山煤国际,2020.0
2.0,2021,300245,天玑科技,2019.0
1.0,2017,837,秦川机床,2016.0
1.0,2022,600555,退市海创,2021.0
1.0,2021,300245,天玑科技,2020.0
0.0,2017,837,秦川机床,2017.0
4.0,2023,600557,康缘药业,2019.0
11.0,2021,839,中信国安,2010.0
3.0,2021,600593,*ST 圣亚,2018.0
10.0,2021,839,中信国安,2011.0
2.0,2021,600593,*ST 圣亚,2019.0
1.0,2021,2123,梦网科技,2020.0
9.0,2021,839,中信国安,2012.0
7.0,2020,600594,益佰制药,2013.0
2.0,2021,300344,立方数科,2019.0
8.0,2021,839,中信国安,2013.0
6.0,2020,600594,益佰制药,2014.0
1.0,2021,300344,立方数科,2020.0
7.0,2021,839,中信国安,2014.0
1.0,2019,600614,*ST 鹏起,2018.0
0.0,2021,300344,立方数科,2021.0
6.0,2021,839,中信国安,2015.0
4.0,2020,600614,*ST 鹏起,2016.0
5.0,2021,839,中信国安,2016.0
3.0,2020,600614,*ST 鹏起,2017.0
4.0,2021,839,中信国安,2017.0
2.0,2021,600614,退市鹏起,2019.0
4.0,2020,300344,太空智造,2016.0
3.0,2021,839,中信国安,2018.0
1.0,2022,600615,丰华股份,2021.0
2.0,2018,9,中国宝安,2016.0
2.0,2021,839,中信国安,2019.0
1.0,2020,600634,*ST 富控,2019.0
1.0,2021,839,中信国安,2020.0
2.0,2021,600634,退市富控,2019.0
2.0,2022,848,承德露露,2020.0
3.0,2022,600647,同达创业,2019.0
1.0,2022,848,承德露露,2021.0
2.0,2022,600647,同达创业,2020.0
0.0,2022,848,承德露露,2022.0
0.0,2020,851,高鸿股份,2020.0
3.0,2020,688499,利元亨,2017.0
4.0,2020,859,国风塑业,2016.0
1.0,2022,600647,同达创业,2021.0
3.0,2020,859,国风塑业,2017.0
3.0,2021,600652,*ST 游久,2018.0
2.0,2020,859,国风塑业,2018.0
2.0,2021,600652,*ST 游久,2019.0
0.0,2021,300392,腾信股份,2021.0
0.0,2019,861,海印股份,2019.0
1.0,2021,600652,*ST 游久,2020.0
5.0,2022,300044,赛为智能,2017.0
9.0,2019,869,张裕A,2010.0
5.0,2023,600654,*ST 中安,2018.0
4.0,2022,300044,赛为智能,2018.0
8.0,2019,869,张裕A,2011.0
6.0,2017,600656,退市博元,2011.0
3.0,2022,300044,赛为智能,2019.0
7.0,2019,869,张裕A,2012.0
5.0,2017,600656,退市博元,2012.0
2.0,2022,300044,赛为智能,2020.0
6.0,2019,869,张裕A,2013.0
4.0,2017,600656,退市博元,2013.0
1.0,2022,300044,赛为智能,2021.0
5.0,2019,869,张裕A,2014.0
4.0,2017,600671,天目药业,2013.0
4.0,2019,869,张裕A,2015.0
2.0,2020,600671,*ST 目药,2018.0
2.0,2021,300410,正业科技,2019.0
3.0,2019,869,张裕A,2016.0
3.0,2021,600671,ST 目药,2018.0
4.0,2021,2681,*ST 奋达,2017.0
2.0,2019,869,张裕A,2017.0
2.0,2021,600671,ST 目药,2019.0
3.0,2021,2681,*ST 奋达,2018.0
1.0,2019,869,张裕A,2018.0
5.0,2021,600677,*ST 航通,2016.0
1.0,2022,882,华联股份,2021.0
4.0,2021,600677,*ST 航通,2017.0
4.0,2018,200468,宁通信B,2014.0
0.0,2022,882,华联股份,2022.0
3.0,2021,600677,*ST 航通,2018.0
3.0,2018,200468,宁通信B,2015.0
1.0,2023,883,湖北能源,2022.0
4.0,2018,600680,*ST 上普,2014.0
2.0,2018,200468,宁通信B,2016.0
9.0,2017,886,海南高速,2008.0
1.0,2020,600682,南京新百,2019.0
1.0,2018,200468,宁通信B,2017.0
5.0,2017,886,海南高速,2012.0
2.0,2018,600701,*ST 工新,2016.0
0.0,2021,889,中嘉博创,2021.0
1.0,2018,600701,*ST 工新,2017.0
5.0,2021,890,*ST 胜尔,2016.0
6.0,2022,600712,南宁百货,2016.0
9.0,2021,300024,机器人,2012.0
4.0,2021,890,*ST 胜尔,2017.0
5.0,2022,600712,南宁百货,2017.0
7.0,2021,300024,机器人,2014.0
3.0,2021,890,*ST 胜尔,2018.0
4.0,2022,600712,南宁百货,2018.0
6.0,2021,300024,机器人,2015.0
2.0,2021,890,*ST 胜尔,2019.0
3.0,2022,600734,ST 实达,2019.0
5.0,2021,300024,机器人,2016.0
6.0,2022,892,欢瑞世纪,2016.0
6.0,2023,600734,ST 实达,2017.0
4.0,2021,300024,机器人,2017.0
4.0,2019,893,*ST 东凌,2015.0
5.0,2023,600734,ST 实达,2018.0
3.0,2021,300024,机器人,2018.0
2.0,2019,893,*ST 东凌,2017.0
4.0,2023,600734,ST 实达,2019.0
2.0,2021,300024,机器人,2019.0
1.0,2019,893,*ST 东凌,2018.0
8.0,2022,525,ST 红太阳,2014.0
4.0,2017,897,津滨发展,2013.0
3.0,2020,600747,退市大控,2017.0
7.0,2022,525,ST 红太阳,2015.0
3.0,2017,897,津滨发展,2014.0
1.0,2017,600760,中航黑豹,2016.0
6.0,2022,525,ST 红太阳,2016.0
2.0,2017,897,津滨发展,2015.0
2.0,2017,600763,通策医疗,2015.0
5.0,2022,525,ST 红太阳,2017.0
1.0,2017,897,津滨发展,2016.0
7.0,2022,600767,*ST 运盛,2015.0
4.0,2022,525,ST 红太阳,2018.0
0.0,2017,897,津滨发展,2017.0
6.0,2022,600767,*ST 运盛,2016.0
3.0,2022,525,ST 红太阳,2019.0
1.0,2022,908,景峰医药,2021.0
5.0,2022,600767,*ST 运盛,2017.0
2.0,2022,525,ST 红太阳,2020.0
2.0,2021,910,大亚圣象,2019.0
3.0,2022,600767,*ST 运盛,2019.0
3.0,2022,300766,每日互动,2019.0
6.0,2022,913,钱江摩托,2016.0
2.0,2022,600768,宁波富邦,2020.0
2.0,2022,300766,每日互动,2020.0
5.0,2022,913,钱江摩托,2017.0
1.0,2022,600768,宁波富邦,2021.0
1.0,2021,600586,金晶科技,2020.0
4.0,2022,913,钱江摩托,2018.0
5.0,2020,600781,*ST 辅仁,2015.0
0.0,2021,600586,金晶科技,2021.0
1.0,2019,917,电广传媒,2018.0
4.0,2020,600781,*ST 辅仁,2016.0
2.0,2020,600355,精伦电子,2018.0
1.0,2017,918,嘉凯城,2016.0
3.0,2020,600781,*ST 辅仁,2017.0
1.0,2020,600355,精伦电子,2019.0
0.0,2019,919,金陵药业,2019.0
2.0,2020,600781,*ST 辅仁,2018.0
1.0,2021,688586,江航装备,2020.0
3.0,2017,922,*ST 佳电,2014.0
1.0,2020,600797,浙大网新,2019.0
0.0,2021,688586,江航装备,2021.0
2.0,2017,922,*ST 佳电,2015.0
4.0,2017,600806,*ST 昆机,2013.0
1.0,2020,600242,中昌数据,2019.0
1.0,2017,922,*ST 佳电,2016.0
3.0,2017,600806,*ST 昆机,2014.0
1.0,2019,600880,博瑞传播,2018.0
1.0,2018,923,河北宣工,2017.0
2.0,2017,600806,*ST 昆机,2015.0
3.0,2017,928,中钢国际,2014.0
3.0,2017,600810,神马股份,2014.0
1.0,2017,929,兰州黄河,2016.0
4.0,2022,600816,ST 安信,2018.0
0.0,2018,931,中关村,2018.0
2.0,2022,600818,中路股份,2020.0
1.0,2022,933,神火股份,2021.0
4.0,2019,600830,香溢融通,2015.0
5.0,2019,600209,ST 罗顿,2014.0
0.0,2022,933,神火股份,2022.0
3.0,2019,600830,香溢融通,2016.0
3.0,2021,300405,科隆股份,2018.0
0.0,2022,937,冀中能源,2022.0
2.0,2019,600830,香溢融通,2017.0
4.0,2020,2766,*ST 索菱,2016.0
5.0,2021,939,凯迪退,2016.0
4.0,2021,600837,海通证券,2017.0
3.0,2020,2766,*ST 索菱,2017.0
4.0,2021,939,凯迪退,2017.0
2.0,2021,600844,丹化科技,2019.0
2.0,2020,2766,*ST 索菱,2018.0
1.0,2018,955,欣龙控股,2017.0
4.0,2020,600856,*ST 中天,2016.0
1.0,2020,2766,*ST 索菱,2019.0
1.0,2020,958,东方能源,2019.0
3.0,2020,600856,*ST 中天,2017.0
2.0,2018,600288,大恒科技,2016.0
14.0,2022,960,锡业股份,2008.0
2.0,2020,600856,*ST 中天,2018.0
1.0,2018,600288,大恒科技,2017.0
5.0,2022,960,锡业股份,2017.0
3.0,2022,600856,退市中天,2019.0
4.0,2020,961,中南建设,2016.0
2.0,2022,600856,退市中天,2020.0
0.0,2020,2255,*ST 海陆,2020.0
3.0,2020,961,中南建设,2017.0
4.0,2017,600857,宁波中百,2013.0
1.0,2019,600864,哈投股份,2018.0
2.0,2020,961,中南建设,2018.0
3.0,2017,600857,宁波中百,2014.0
0.0,2019,793,华闻集团,2019.0
1.0,2020,961,中南建设,2019.0
2.0,2017,600857,宁波中百,2015.0
3.0,2020,2188,*ST 巴士,2017.0
1.0,2021,971,*ST 高升,2020.0
1.0,2017,600870,厦华电子,2016.0
0.0,2022,972,ST 中基,2022.0
1.0,2022,600870,退市厦华,2021.0
6.0,2018,300057,万顺股份,2012.0
2.0,2018,975,银泰资源,2016.0
5.0,2020,600983,惠而浦,2015.0
5.0,2018,300057,万顺股份,2013.0
1.0,2018,975,银泰资源,2017.0
4.0,2020,600983,惠而浦,2016.0
1.0,2022,688316,青云科技,2021.0
1.0,2019,976,华铁股份,2018.0
5.0,2020,600984,建设机械,2015.0
3.0,2019,979,中弘退,2016.0
4.0,2020,600984,建设机械,2016.0
2.0,2022,600139,ST 西源,2020.0
2.0,2019,979,中弘退,2017.0
3.0,2020,600984,建设机械,2017.0
5.0,2021,300157,恒泰艾普,2016.0
1.0,2019,979,中弘退,2018.0
2.0,2020,600984,建设机械,2018.0
4.0,2021,300157,恒泰艾普,2017.0
3.0,2021,980,*ST 众泰,2018.0
4.0,2018,600988,赤峰黄金,2014.0
2.0,2021,980,*ST 众泰,2019.0
3.0,2018,600988,赤峰黄金,2015.0
1.0,2021,980,*ST 众泰,2020.0
2.0,2018,600988,赤峰黄金,2016.0
1.0,2020,300324,旋极信息,2019.0
1.0,2019,981,ST 银亿,2018.0
1.0,2017,601011,宝泰隆,2016.0
4.0,2020,600293,三峡新材,2016.0
0.0,2019,981,ST 银亿,2019.0
6.0,2021,601101,昊华能源,2015.0
3.0,2020,600293,三峡新材,2017.0
5.0,2017,982,*ST 中绒,2012.0
5.0,2021,601101,昊华能源,2016.0
2.0,2019,2514,宝馨科技,2017.0
4.0,2017,982,*ST 中绒,2013.0
4.0,2021,601101,昊华能源,2017.0
3.0,2019,2263,*ST 东南,2016.0
3.0,2017,982,*ST 中绒,2014.0
3.0,2021,601101,昊华能源,2018.0
2.0,2019,2263,*ST 东南,2017.0
2.0,2017,982,*ST 中绒,2015.0
6.0,2022,601118,海南橡胶,2016.0
2.0,2019,600712,南宁百货,2017.0
3.0,2020,989,九芝堂,2017.0
5.0,2022,601118,海南橡胶,2017.0
2.0,2020,989,九芝堂,2018.0
2.0,2022,601369,陕鼓动力,2020.0
5.0,2021,995,皇台酒业,2016.0
4.0,2017,601519,*ST 智慧,2013.0
2.0,2019,996,中国中期,2017.0
3.0,2022,601636,旗滨集团,2019.0
1.0,2019,996,中国中期,2018.0
2.0,2022,601636,旗滨集团,2020.0
1.0,2021,603766,隆鑫通用,2020.0
0.0,2019,996,中国中期,2019.0
3.0,2017,603003,龙宇燃油,2014.0
3.0,2018,2323,*ST 百特,2015.0
1.0,2021,997,新大陆,2020.0
2.0,2022,603007,ST 花王,2020.0
2.0,2018,2323,*ST 百特,2016.0
21.0,2020,1219,青岛食品,1999.0
3.0,2021,603009,北特科技,2018.0
18.0,2020,1219,青岛食品,2002.0
4.0,2019,603010,万盛股份,2015.0
1.0,2021,2002,鸿达兴业,2020.0
3.0,2019,603010,万盛股份,2016.0
7.0,2019,2005,*ST 德豪,2012.0
-86.0,2022,603039,ST 泛微,2108.0
4.0,2019,2005,*ST 德豪,2015.0
3.0,2022,603039,ST 泛微,2019.0
3.0,2019,2005,*ST 德豪,2016.0
4.0,2023,603056,德邦股份,2019.0
2.0,2019,2005,*ST 德豪,2017.0
3.0,2023,603103,横店影视,2020.0
2.0,2021,2240,盛新锂能,2019.0
1.0,2019,2005,*ST 德豪,2018.0
2.0,2023,603103,横店影视,2021.0
0.0,2021,2006,精功科技,2021.0
1.0,2018,603111,康尼机电,2017.0
3.0,2017,2008,大族激光,2014.0
6.0,2021,603111,康尼机电,2015.0
2.0,2019,603010,万盛股份,2017.0
2.0,2017,2008,大族激光,2015.0
5.0,2021,603111,康尼机电,2016.0
1.0,2022,600965,福成股份,2021.0
1.0,2017,2008,大族激光,2016.0
4.0,2021,603111,康尼机电,2017.0
1.0,2021,688311,盟升电子,2020.0
5.0,2018,2009,天奇股份,2013.0
3.0,2023,603133,碳元科技,2020.0
0.0,2021,688311,盟升电子,2021.0
4.0,2018,2009,天奇股份,2014.0
5.0,2023,603232,格尔软件,2018.0
4.0,2021,300109,新开源,2017.0
3.0,2018,2009,天奇股份,2015.0
4.0,2023,603232,格尔软件,2019.0
3.0,2021,300109,新开源,2018.0
1.0,2021,2011,盾安环境,2020.0
3.0,2023,603232,格尔软件,2020.0
2.0,2021,300109,新开源,2019.0
0.0,2022,2016,世荣兆业,2022.0
5.0,2020,603290,斯达半导,2015.0
2.0,2021,300240,飞力达,2019.0
5.0,2020,2018,华信退,2015.0
4.0,2020,603290,斯达半导,2016.0
4.0,2020,2018,华信退,2016.0
3.0,2020,603290,斯达半导,2017.0
3.0,2020,2018,华信退,2017.0
2.0,2022,603315,福鞍股份,2020.0
1.0,2022,2021,ST 中捷,2021.0
3.0,2022,603328,依顿电子,2019.0
2.0,2023,2022,*ST 科华,2021.0
2.0,2022,603328,依顿电子,2020.0
1.0,2023,2022,*ST 科华,2022.0
1.0,2021,603557,ST 起步,2020.0
0.0,2021,2024,苏宁易购,2021.0
5.0,2023,603557,ST 起步,2018.0
2.0,2017,2027,分众传媒,2015.0
4.0,2023,603557,ST 起步,2019.0
1.0,2017,2027,分众传媒,2016.0
6.0,2023,603603,*ST 博天,2017.0
1.0,2017,2031,巨轮智能,2016.0
5.0,2023,603603,*ST 博天,2018.0
2.0,2019,2034,旺能环境,2017.0
4.0,2023,603603,*ST 博天,2019.0
3.0,2022,2036,联创电子,2019.0
5.0,2023,603608,天创时尚,2018.0
1.0,2022,525,ST 红太阳,2021.0
2.0,2022,2036,联创电子,2020.0
4.0,2023,603608,天创时尚,2019.0
8.0,2022,2499,*ST 科林,2014.0
4.0,2023,2037,保利联合,2019.0
3.0,2023,603608,天创时尚,2020.0
7.0,2022,2499,*ST 科林,2015.0
3.0,2023,2037,保利联合,2020.0
2.0,2022,603615,茶花股份,2020.0
6.0,2022,2499,*ST 科林,2016.0
2.0,2023,2037,保利联合,2021.0
1.0,2022,603615,茶花股份,2021.0
1.0,2018,803,*ST 金宇,2017.0
1.0,2020,2044,美年健康,2019.0
5.0,2023,603636,南威软件,2018.0
0.0,2018,803,*ST 金宇,2018.0
0.0,2020,2044,美年健康,2020.0
4.0,2023,603636,南威软件,2019.0
7.0,2022,300093,金刚玻璃,2015.0
3.0,2018,2047,宝鹰股份,2015.0
3.0,2023,603636,南威软件,2020.0
9.0,2022,750,国海证券,2013.0
2.0,2018,2047,宝鹰股份,2016.0
2.0,2023,603636,南威软件,2021.0
8.0,2022,750,国海证券,2014.0
7.0,2021,2052,ST 同洲,2014.0
2.0,2022,603683,晶华新材,2020.0
7.0,2022,750,国海证券,2015.0
6.0,2021,2052,ST 同洲,2015.0
1.0,2022,603716,塞力医疗,2021.0
6.0,2022,750,国海证券,2016.0
5.0,2021,2052,ST 同洲,2016.0
1.0,2019,603729,龙韵股份,2018.0
5.0,2022,750,国海证券,2017.0
4.0,2021,2052,ST 同洲,2017.0
2.0,2020,603729,龙韵股份,2018.0
2.0,2022,2464,*ST 众应,2020.0
3.0,2021,2052,ST 同洲,2018.0
1.0,2021,603729,ST 龙韵,2020.0
2.0,2021,2052,ST 同洲,2019.0
1.0,2020,603799,华友钴业,2019.0
5.0,2020,300167,迪威迅,2015.0
0.0,2022,2058,*ST 威尔,2022.0
3.0,2021,603799,华友钴业,2018.0
4.0,2020,300167,迪威迅,2016.0
3.0,2019,2062,宏润建设,2016.0
2.0,2021,603799,华友钴业,2019.0
3.0,2020,300167,迪威迅,2017.0
2.0,2019,2062,宏润建设,2017.0
4.0,2023,603803,瑞斯康达,2019.0
2.0,2020,300167,迪威迅,2018.0
1.0,2019,2062,宏润建设,2018.0
3.0,2023,603803,瑞斯康达,2020.0
0.0,2019,688005,容百科技,2019.0
3.0,2021,2065,东华软件,2018.0
2.0,2021,603822,嘉澳环保,2019.0
2.0,2021,2065,东华软件,2019.0
5.0,2022,603869,新智认知,2017.0
7.0,2023,2069,ST 獐子岛,2016.0
2.0,2022,603869,新智认知,2020.0
1.0,2017,2070,*ST 众和,2016.0
4.0,2022,603876,鼎胜新材,2018.0
1.0,2019,600701,*ST 工新,2018.0
5.0,2021,2071,长城退,2016.0
3.0,2022,603876,鼎胜新材,2019.0
1.0,2021,603996,*ST 中新,2020.0
4.0,2021,2071,长城退,2017.0
2.0,2021,603900,莱绅通灵,2019.0
6.0,2023,662,天夏退,2017.0
3.0,2021,2071,长城退,2018.0
3.0,2020,603991,至正股份,2017.0
5.0,2023,662,天夏退,2018.0
2.0,2021,2071,长城退,2019.0
2.0,2020,603991,至正股份,2018.0
1.0,2021,2071,长城退,2020.0
3.0,2022,603996,退市中新,2019.0
6.0,2021,2072,*ST 凯瑞,2015.0
2.0,2022,603996,退市中新,2020.0
1.0,2019,2073,软控股份,2018.0
4.0,2022,603996,退市中新,2018.0
7.0,2022,2074,国轩高科,2015.0
2.0,2022,2074,国轩高科,2020.0
1.0,2021,605388,均瑶健康,2020.0
3.0,2020,908,景峰医药,2017.0
3.0,2022,2075,沙钢股份,2019.0
3.0,2023,688020,方邦股份,2020.0
2.0,2020,908,景峰医药,2018.0
2.0,2022,2075,沙钢股份,2020.0
2.0,2023,688020,方邦股份,2021.0
1.0,2020,908,景峰医药,2019.0
1.0,2022,2075,沙钢股份,2021.0
2.0,2023,688070,纵横股份,2021.0
0.0,2020,2076,*ST 雪莱,2020.0
4.0,2023,688086,*ST 紫晶,2019.0
1.0,2018,2079,苏州固锝,2017.0
3.0,2023,688086,*ST 紫晶,2020.0
1.0,2018,300267,尔康制药,2017.0
0.0,2018,2083,孚日股份,2018.0
2.0,2023,688086,*ST 紫晶,2021.0
2.0,2022,603390,通达电气,2020.0
1.0,2021,2085,万丰奥威,2020.0
2.0,2023,688090,瑞松科技,2021.0
6.0,2020,600416,*ST 湘电,2014.0
3.0,2021,2086,*ST 东洋,2018.0
1.0,2023,688137,近岸蛋白,2022.0
5.0,2020,600416,*ST 湘电,2015.0
2.0,2021,2086,*ST 东洋,2019.0
3.0,2023,688189,南新制药,2020.0
4.0,2020,600416,*ST 湘电,2016.0
1.0,2021,2086,*ST 东洋,2020.0
2.0,2023,688189,南新制药,2021.0
3.0,2020,600416,*ST 湘电,2017.0
1.0,2022,2087,新野纺织,2021.0
3.0,2023,688555,*ST 泽达,2020.0
2.0,2020,600416,*ST 湘电,2018.0
2.0,2018,2088,鲁阳节能,2016.0
2.0,2023,688555,*ST 泽达,2021.0
1.0,2020,600416,*ST 湘电,2019.0
1.0,2018,2088,鲁阳节能,2017.0
2.0,2023,688565,力源科技,2021.0
1.0,2019,587,金洲慈航,2018.0
9.0,2023,2089,ST 新海,2014.0
2.0,2023,688701,卓锦股份,2021.0
8.0,2023,2089,ST 新海,2015.0
7.0,2023,2089,ST 新海,2016.0
2.0,2023,688711,宏微科技,2021.0
6.0,2023,2089,ST 新海,2017.0
2.0,2023,688737,中自科技,2021.0
5.0,2023,2089,ST 新海,2018.0
2.0,2022,835184,国源科技,2020.0
2.0,2020,600393,粤泰股份,2018.0
4.0,2023,2089,ST 新海,2019.0
1.0,2022,835184,国源科技,2021.0
1.0,2019,2094,青岛金王,2018.0
3.0,2023,2089,ST 新海,2020.0
3.0,2021,836077,吉林碳谷,2018.0
0.0,2019,2094,青岛金王,2019.0
2.0,2017,2092,中泰化学,2015.0
2.0,2021,836077,吉林碳谷,2019.0
1.0,2017,2092,中泰化学,2016.0
1.0,2021,836077,吉林碳谷,2020.0
2.0,2022,2640,*ST 跨境,2020.0
1.0,2021,2094,青岛金王,2020.0
5.0,2023,838402,硅烷科技,2018.0
0.0,2021,2094,青岛金王,2021.0
4.0,2023,838402,硅烷科技,2019.0
1.0,2021,300766,每日互动,2020.0
1.0,2021,2095,生意宝,2020.0
3.0,2023,838402,硅烷科技,2020.0
1.0,2018,300169,天晟新材,2017.0
3.0,2020,2098,浔兴股份,2017.0
2.0,2023,838402,硅烷科技,2021.0
0.0,2018,300169,天晟新材,2018.0
0.0,2018,2099,海翔药业,2018.0
3.0,2019,870436,大地电气,2016.0
5.0,2020,2102,ST 冠福,2015.0
4.0,2020,2102,ST 冠福,2016.0
3.0,2022,600463,空港股份,2019.0
3.0,2020,2102,ST 冠福,2017.0
2.0,2022,600463,空港股份,2020.0
2.0,2020,2102,ST 冠福,2018.0
1.0,2021,2104,恒宝股份,2020.0
2.0,2020,2107,沃华医药,2018.0
1.0,2020,2107,沃华医药,2019.0
2.0,2020,603290,斯达半导,2018.0
0.0,2020,2107,沃华医药,2020.0
2.0,2022,2699,美盛文化,2020.0
2.0,2018,2110,三钢闽光,2016.0
6.0,2023,2176,江特电机,2017.0
1.0,2018,2110,三钢闽光,2017.0
5.0,2023,2176,江特电机,2018.0
0.0,2022,2112,三变科技,2022.0
5.0,2022,300094,国联水产,2017.0
6.0,2022,2113,ST 天润,2016.0
4.0,2022,300094,国联水产,2018.0
5.0,2022,2113,ST 天润,2017.0
3.0,2022,300094,国联水产,2019.0
4.0,2022,2113,ST 天润,2018.0
3.0,2021,600711,盛屯矿业,2018.0
2.0,2020,2114,罗平锌电,2018.0
2.0,2021,600711,盛屯矿业,2019.0
4.0,2019,2121,科陆电子,2015.0
2.0,2020,600804,鹏博士,2018.0
3.0,2019,2121,科陆电子,2016.0
1.0,2018,600687,刚泰控股,2017.0
2.0,2019,2121,科陆电子,2017.0
2.0,2023,601179,中国西电,2021.0
1.0,2019,2121,科陆电子,2018.0
2.0,2019,300356,光一科技,2017.0
0.0,2019,2121,科陆电子,2019.0
1.0,2019,300356,光一科技,2018.0
3.0,2020,2122,*ST 天马,2017.0
2.0,2021,2123,梦网科技,2019.0
2.0,2019,2584,西陇科学,2017.0
0.0,2018,2124,天邦股份,2018.0
1.0,2017,2127,南极电商,2016.0
2.0,2020,300300,汉鼎宇佑,2018.0
2.0,2022,2131,利欧股份,2020.0
1.0,2020,300300,汉鼎宇佑,2019.0
1.0,2018,2132,恒星科技,2017.0
,2020,300300,汉鼎宇佑,
0.0,2018,2132,恒星科技,2018.0
3.0,2023,2135,东南网架,2020.0
3.0,2020,2137,麦达数字,2017.0
2.0,2020,2137,麦达数字,2018.0
3.0,2018,601216,君正集团,2015.0
1.0,2020,2137,麦达数字,2019.0
2.0,2018,601216,君正集团,2016.0
4.0,2021,2140,东华科技,2017.0
1.0,2021,300362,天翔退,2020.0
3.0,2021,2141,贤丰控股,2018.0
2.0,2019,600651,飞乐音响,2017.0
2.0,2021,2141,贤丰控股,2019.0
0.0,2018,2143,印纪传媒,2018.0
